Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Periodo;Total
A Delitos;20 Contra la Administración de Justicia;20.6 Falso testimonio;2014;432
A Delitos;20 Contra la Administración de Justicia;20.6 Falso testimonio;2013;383
A Delitos;20 Contra la Administración de Justicia;20.7 Obstrucción a la justicia;2021;322
A Delitos;20 Contra la Administración de Justicia;20.7 Obstrucción a la justicia;2020;244
A Delitos;20 Contra la Administración de Justicia;20.7 Obstrucción a la justicia;2019;340
A Delitos;20 Contra la Administración de Justicia;20.7 Obstrucción a la justicia;2018;330
A Delitos;20 Contra la Administración de Justicia;20.7 Obstrucción a la justicia;2017;375
A Delitos;20 Contra la Administración de Justicia;20.7 Obstrucción a la justicia;2016;366
A Delitos;20 Contra la Administración de Justicia;20.7 Obstrucción a la justicia;2015;349
A Delitos;20 Contra la Administración de Justicia;20.7 Obstrucción a la justicia;2014;316
A Delitos;20 Contra la Administración de Justicia;20.7 Obstrucción a la justicia;2013;273
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;2021;18.019
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;2020;14.056
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;2019;17.182
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;2018;16.326
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;2017;15.894
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;2016;15.144
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;2015;14.499
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;2014;14.180
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;2013;13.412
A Delitos;20 Contra la Administración de Justicia;20.9 Contra la Administración de Justicia de la Corte Penal Internacional;2021;24
A Delitos;20 Contra la Administración de Justicia;20.9 Contra la Administración de Justicia de la Corte Penal Internacional;2020;12
A Delitos;20 Contra la Administración de Justicia;20.9 Contra la Administración de Justicia de la Corte Penal Internacional;2019;36
A Delitos;20 Contra la Administración de Justicia;20.9 Contra la Administración de Justicia de la Corte Penal Internacional;2018;41
A Delitos;20 Contra la Administración de Justicia;20.9 Contra la Administración de Justicia de la Corte Penal Internacional;2017;47
A Delitos;20 Contra la Administración de Justicia;20.9 Contra la Administración de Justicia de la Corte Penal Internacional;2016;48
A Delitos;20 Contra la Administración de Justicia;20.9 Contra la Administración de Justicia de la Corte Penal Internacional;2015;47
A Delitos;20 Contra la Administración de Justicia;20.9 Contra la Administración de Justicia de la Corte Penal Internacional;2014;75
A Delitos;20 Contra la Administración de Justicia;20.9 Contra la Administración de Justicia de la Corte Penal Internacional;2013;78
A Delitos;21 Contra la Constitución;;2021;399
A Delitos;21 Contra la Constitución;;2020;305
A Delitos;21 Contra la Constitución;;2019;326
A Delitos;21 Contra la Constitución;;2018;339
A Delitos;21 Contra la Constitución;;2017;399
A Delitos;21 Contra la Constitución;;2016;363
A Delitos;21 Contra la Constitución;;2015;291
A Delitos;21 Contra la Constitución;;2014;247
A Delitos;21 Contra la Constitución;;2013;217
A Delitos;21 Contra la Constitución;21.1 Rebelión;2021;1
A Delitos;21 Contra la Constitución;21.1 Rebelión;2020;""
A Delitos;21 Contra la Constitución;21.1 Rebelión;2019;2
A Delitos;21 Contra la Constitución;21.1 Rebelión;2018;""
A Delitos;21 Contra la Constitución;21.1 Rebelión;2017;""
A Delitos;21 Contra la Constitución;21.1 Rebelión;2016;4
A Delitos;21 Contra la Constitución;21.1 Rebelión;2015;3
A Delitos;21 Contra la Constitución;21.1 Rebelión;2014;3
A Delitos;21 Contra la Constitución;21.1 Rebelión;2013;""
A Delitos;21 Contra la Constitución;21.2 Contra la Corona;2021;1
A Delitos;21 Contra la Constitución;21.2 Contra la Corona;2020;1
A Delitos;21 Contra la Constitución;21.2 Contra la Corona;2019;""
A Delitos;21 Contra la Constitución;21.2 Contra la Corona;2018;2
A Delitos;21 Contra la Constitución;21.2 Contra la Corona;2017;2
A Delitos;21 Contra la Constitución;21.2 Contra la Corona;2016;4
A Delitos;21 Contra la Constitución;21.2 Contra la Corona;2015;4
A Delitos;21 Contra la Constitución;21.2 Contra la Corona;2014;""
A Delitos;21 Contra la Constitución;21.2 Contra la Corona;2013;1
A Delitos;21 Contra la Constitución;21.3 Contra las Instituciones del Estado;2021;48
A Delitos;21 Contra la Constitución;21.3 Contra las Instituciones del Estado;2020;48
A Delitos;21 Contra la Constitución;21.3 Contra las Instituciones del Estado;2019;50
A Delitos;21 Contra la Constitución;21.3 Contra las Instituciones del Estado;2018;50
A Delitos;21 Contra la Constitución;21.3 Contra las Instituciones del Estado;2017;66
A Delitos;21 Contra la Constitución;21.3 Contra las Instituciones del Estado;2016;58
A Delitos;21 Contra la Constitución;21.3 Contra las Instituciones del Estado;2015;61
A Delitos;21 Contra la Constitución;21.3 Contra las Instituciones del Estado;2014;65
A Delitos;21 Contra la Constitución;21.3 Contra las Instituciones del Estado;2013;73
A Delitos;21 Contra la Constitución;21.4 Ejercicio de los derechos fundamentales;2021;342
A Delitos;21 Contra la Constitución;21.4 Ejercicio de los derechos fundamentales;2020;249
A Delitos;21 Contra la Constitución;21.4 Ejercicio de los derechos fundamentales;2019;262
A Delitos;21 Contra la Constitución;21.4 Ejercicio de los derechos fundamentales;2018;280
A Delitos;21 Contra la Constitución;21.4 Ejercicio de los derechos fundamentales;2017;312
A Delitos;21 Contra la Constitución;21.4 Ejercicio de los derechos fundamentales;2016;289
A Delitos;21 Contra la Constitución;21.4 Ejercicio de los derechos fundamentales;2015;218
A Delitos;21 Contra la Constitución;21.4 Ejercicio de los derechos fundamentales;2014;172
A Delitos;21 Contra la Constitución;21.4 Ejercicio de los derechos fundamentales;2013;140
A Delitos;21 Contra la Constitución;21.5 Cometidos por funcionarios contra libertad individual;2021;4
A Delitos;21 Contra la Constitución;21.5 Cometidos por funcionarios contra libertad individual;2020;7
A Delitos;21 Contra la Constitución;21.5 Cometidos por funcionarios contra libertad individual;2019;11
A Delitos;21 Contra la Constitución;21.5 Cometidos por funcionarios contra libertad individual;2018;4
A Delitos;21 Contra la Constitución;21.5 Cometidos por funcionarios contra libertad individual;2017;16
A Delitos;21 Contra la Constitución;21.5 Cometidos por funcionarios contra libertad individual;2016;2
A Delitos;21 Contra la Constitución;21.5 Cometidos por funcionarios contra libertad individual;2015;5
A Delitos;21 Contra la Constitución;21.5 Cometidos por funcionarios contra libertad individual;2014;3
A Delitos;21 Contra la Constitución;21.5 Cometidos por funcionarios contra libertad individual;2013;3
A Delitos;21 Contra la Constitución;21.6 Ultrajes a España;2021;3
A Delitos;21 Contra la Constitución;21.6 Ultrajes a España;2020;""
A Delitos;21 Contra la Constitución;21.6 Ultrajes a España;2019;1
A Delitos;21 Contra la Constitución;21.6 Ultrajes a España;2018;3
A Delitos;21 Contra la Constitución;21.6 Ultrajes a España;2017;3
A Delitos;21 Contra la Constitución;21.6 Ultrajes a España;2016;6
A Delitos;21 Contra la Constitución;21.6 Ultrajes a España;2015;""
A Delitos;21 Contra la Constitución;21.6 Ultrajes a España;2014;4
A Delitos;21 Contra la Constitución;21.6 Ultrajes a España;2013;""
A Delitos;22 Contra el orden público;;2021;16.727
A Delitos;22 Contra el orden público;;2020;12.640
A Delitos;22 Contra el orden público;;2019;15.170
A Delitos;22 Contra el orden público;;2018;14.944
A Delitos;22 Contra el orden público;;2017;14.753
A Delitos;22 Contra el orden público;;2016;14.394
A Delitos;22 Contra el orden público;;2015;13.745
A Delitos;22 Contra el orden público;;2014;13.317
A Delitos;22 Contra el orden público;;2013;12.744
A Delitos;22 Contra el orden público;22.1 Sedición;2021;""
A Delitos;22 Contra el orden público;22.1 Sedición;2020;""
A Delitos;22 Contra el orden público;22.1 Sedición;2019;9
A Delitos;22 Contra el orden público;22.1 Sedición;2018;1
A Delitos;22 Contra el orden público;22.1 Sedición;2017;""
A Delitos;22 Contra el orden público;22.1 Sedición;2016;""
A Delitos;22 Contra el orden público;22.1 Sedición;2015;1
A Delitos;22 Contra el orden público;22.1 Sedición;2014;2
A Delitos;22 Contra el orden público;22.1 Sedición;2013;18
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2021;14.664
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2020;10.993
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2019;12.966
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2018;13.198
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2017;12.919
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2016;12.768
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2015;11.882
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2014;11.797
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;2013;11.518
A Delitos;22 Contra el orden público;22.3 Desórdenes públicos;2021;215
A Delitos;22 Contra el orden público;22.3 Desórdenes públicos;2020;163
A Delitos;22 Contra el orden público;22.3 Desórdenes públicos;2019;150
A Delitos;22 Contra el orden público;22.3 Desórdenes públicos;2018;149
A Delitos;22 Contra el orden público;22.3 Desórdenes públicos;2017;181
A Delitos;22 Contra el orden público;22.3 Desórdenes públicos;2016;174
A Delitos;22 Contra el orden público;22.3 Desórdenes públicos;2015;261
A Delitos;22 Contra el orden público;22.3 Desórdenes públicos;2014;148
A Delitos;22 Contra el orden público;22.3 Desórdenes públicos;2013;146
A Delitos;22 Contra el orden público;22.5 Tenencia, tráfico, depósito de armas y explosivos;2021;923
A Delitos;22 Contra el orden público;22.5 Tenencia, tráfico, depósito de armas y explosivos;2020;709
A Delitos;22 Contra el orden público;22.5 Tenencia, tráfico, depósito de armas y explosivos;2019;928
A Delitos;22 Contra el orden público;22.5 Tenencia, tráfico, depósito de armas y explosivos;2018;885
A Delitos;22 Contra el orden público;22.5 Tenencia, tráfico, depósito de armas y explosivos;2017;895
A Delitos;22 Contra el orden público;22.5 Tenencia, tráfico, depósito de armas y explosivos;2016;874
A Delitos;22 Contra el orden público;22.5 Tenencia, tráfico, depósito de armas y explosivos;2015;989
A Delitos;22 Contra el orden público;22.5 Tenencia, tráfico, depósito de armas y explosivos;2014;933
A Delitos;22 Contra el orden público;22.5 Tenencia, tráfico, depósito de armas y explosivos;2013;884
A Delitos;22 Contra el orden público;22.6 Organizaciones y grupos criminales;2021;887
A Delitos;22 Contra el orden público;22.6 Organizaciones y grupos criminales;2020;723
A Delitos;22 Contra el orden público;22.6 Organizaciones y grupos criminales;2019;1.003
A Delitos;22 Contra el orden público;22.6 Organizaciones y grupos criminales;2018;656
A Delitos;22 Contra el orden público;22.6 Organizaciones y grupos criminales;2017;693
A Delitos;22 Contra el orden público;22.6 Organizaciones y grupos criminales;2016;521
A Delitos;22 Contra el orden público;22.6 Organizaciones y grupos criminales;2015;554
A Delitos;22 Contra el orden público;22.6 Organizaciones y grupos criminales;2014;394
A Delitos;22 Contra el orden público;22.6 Organizaciones y grupos criminales;2013;133
A Delitos;22 Contra el orden público;22.7 Organizaciones y grupos terroristas y delitos de terrorismo;2021;38
A Delitos;22 Contra el orden público;22.7 Organizaciones y grupos terroristas y delitos de terrorismo;2020;52
A Delitos;22 Contra el orden público;22.7 Organizaciones y grupos terroristas y delitos de terrorismo;2019;114
A Delitos;22 Contra el orden público;22.7 Organizaciones y grupos terroristas y delitos de terrorismo;2018;55
A Delitos;22 Contra el orden público;22.7 Organizaciones y grupos terroristas y delitos de terrorismo;2017;65
A Delitos;22 Contra el orden público;22.7 Organizaciones y grupos terroristas y delitos de terrorismo;2016;57
A Delitos;22 Contra el orden público;22.7 Organizaciones y grupos terroristas y delitos de terrorismo;2015;58
A Delitos;22 Contra el orden público;22.7 Organizaciones y grupos terroristas y delitos de terrorismo;2014;43
A Delitos;22 Contra el orden público;22.7 Organizaciones y grupos terroristas y delitos de terrorismo;2013;45
A Delitos;23 Traición, contra la paz y defensa nacional;;2021;1
A Delitos;23 Traición, contra la paz y defensa nacional;;2020;5
A Delitos;23 Traición, contra la paz y defensa nacional;;2019;6
A Delitos;23 Traición, contra la paz y defensa nacional;;2018;1
A Delitos;23 Traición, contra la paz y defensa nacional;;2017;1
A Delitos;23 Traición, contra la paz y defensa nacional;;2016;7
A Delitos;23 Traición, contra la paz y defensa nacional;;2015;4
A Delitos;23 Traición, contra la paz y defensa nacional;;2014;4
A Delitos;23 Traición, contra la paz y defensa nacional;;2013;4
A Delitos;23 Traición, contra la paz y defensa nacional;23.1 Traición;2021;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.1 Traición;2020;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.1 Traición;2019;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.1 Traición;2018;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.1 Traición;2017;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.1 Traición;2016;1
A Delitos;23 Traición, contra la paz y defensa nacional;23.1 Traición;2015;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.1 Traición;2014;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.1 Traición;2013;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.2 Que comprometen la paz o independencia del Estado;2021;1
A Delitos;23 Traición, contra la paz y defensa nacional;23.2 Que comprometen la paz o independencia del Estado;2020;5
A Delitos;23 Traición, contra la paz y defensa nacional;23.2 Que comprometen la paz o independencia del Estado;2019;6
A Delitos;23 Traición, contra la paz y defensa nacional;23.2 Que comprometen la paz o independencia del Estado;2018;1
A Delitos;23 Traición, contra la paz y defensa nacional;23.2 Que comprometen la paz o independencia del Estado;2017;1
A Delitos;23 Traición, contra la paz y defensa nacional;23.2 Que comprometen la paz o independencia del Estado;2016;5
A Delitos;23 Traición, contra la paz y defensa nacional;23.2 Que comprometen la paz o independencia del Estado;2015;2
A Delitos;23 Traición, contra la paz y defensa nacional;23.2 Que comprometen la paz o independencia del Estado;2014;2
A Delitos;23 Traición, contra la paz y defensa nacional;23.2 Que comprometen la paz o independencia del Estado;2013;4
A Delitos;23 Traición, contra la paz y defensa nacional;23.3 Descubrimiento y revelación de secretos;2021;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.3 Descubrimiento y revelación de secretos;2020;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.3 Descubrimiento y revelación de secretos;2019;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.3 Descubrimiento y revelación de secretos;2018;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.3 Descubrimiento y revelación de secretos;2017;""
A Delitos;23 Traición, contra la paz y defensa nacional;23.3 Descubrimiento y revelación de secretos;2016;1
A Delitos;23 Traición, contra la paz y defensa nacional;23.3 Descubrimiento y revelación de secretos;2015;2
A Delitos;23 Traición, contra la paz y defensa nacional;23.3 Descubrimiento y revelación de secretos;2014;2
A Delitos;23 Traición, contra la paz y defensa nacional;23.3 Descubrimiento y revelación de secretos;2013;""
A Delitos;24 Contra la Comunidad Internacional;;2021;12
A Delitos;24 Contra la Comunidad Internacional;;2020;8
A Delitos;24 Contra la Comunidad Internacional;;2019;10
A Delitos;24 Contra la Comunidad Internacional;;2018;14
A Delitos;24 Contra la Comunidad Internacional;;2017;8
A Delitos;24 Contra la Comunidad Internacional;;2016;11
A Delitos;24 Contra la Comunidad Internacional;;2015;23
A Delitos;24 Contra la Comunidad Internacional;;2014;14
A Delitos;24 Contra la Comunidad Internacional;;2013;14
A Delitos;24 Contra la Comunidad Internacional;24.1 Contra el derecho de gentes;2021;""
A Delitos;24 Contra la Comunidad Internacional;24.1 Contra el derecho de gentes;2020;1
A Delitos;24 Contra la Comunidad Internacional;24.1 Contra el derecho de gentes;2019;1
A Delitos;24 Contra la Comunidad Internacional;24.1 Contra el derecho de gentes;2018;3
A Delitos;24 Contra la Comunidad Internacional;24.1 Contra el derecho de gentes;2017;3
A Delitos;24 Contra la Comunidad Internacional;24.1 Contra el derecho de gentes;2016;""
A Delitos;24 Contra la Comunidad Internacional;24.1 Contra el derecho de gentes;2015;4
A Delitos;24 Contra la Comunidad Internacional;24.1 Contra el derecho de gentes;2014;1
A Delitos;24 Contra la Comunidad Internacional;24.1 Contra el derecho de gentes;2013;3
A Delitos;24 Contra la Comunidad Internacional;24.2 Genocidio;2021;""
A Delitos;24 Contra la Comunidad Internacional;24.2 Genocidio;2020;""
A Delitos;24 Contra la Comunidad Internacional;24.2 Genocidio;2019;1
A Delitos;24 Contra la Comunidad Internacional;24.2 Genocidio;2018;3
A Delitos;24 Contra la Comunidad Internacional;24.2 Genocidio;2017;""
A Delitos;24 Contra la Comunidad Internacional;24.2 Genocidio;2016;6
A Delitos;24 Contra la Comunidad Internacional;24.2 Genocidio;2015;3
A Delitos;24 Contra la Comunidad Internacional;24.2 Genocidio;2014;1
A Delitos;24 Contra la Comunidad Internacional;24.2 Genocidio;2013;1
A Delitos;24 Contra la Comunidad Internacional;24.2 BIS Lesa humanidad;2021;5
A Delitos;24 Contra la Comunidad Internacional;24.2 BIS Lesa humanidad;2020;1
A Delitos;24 Contra la Comunidad Internacional;24.2 BIS Lesa humanidad;2019;2
A Delitos;24 Contra la Comunidad Internacional;24.2 BIS Lesa humanidad;2018;2
A Delitos;24 Contra la Comunidad Internacional;24.2 BIS Lesa humanidad;2017;2
A Delitos;24 Contra la Comunidad Internacional;24.2 BIS Lesa humanidad;2016;""
A Delitos;24 Contra la Comunidad Internacional;24.2 BIS Lesa humanidad;2015;3
A Delitos;24 Contra la Comunidad Internacional;24.2 BIS Lesa humanidad;2014;3
A Delitos;24 Contra la Comunidad Internacional;24.2 BIS Lesa humanidad;2013;""
A Delitos;24 Contra la Comunidad Internacional;24.3 Contra las personas y bienes protegidos;2021;7
A Delitos;24 Contra la Comunidad Internacional;24.3 Contra las personas y bienes protegidos;2020;6
A Delitos;24 Contra la Comunidad Internacional;24.3 Contra las personas y bienes protegidos;2019;6
A Delitos;24 Contra la Comunidad Internacional;24.3 Contra las personas y bienes protegidos;2018;6
A Delitos;24 Contra la Comunidad Internacional;24.3 Contra las personas y bienes protegidos;2017;3
A Delitos;24 Contra la Comunidad Internacional;24.3 Contra las personas y bienes protegidos;2016;5
A Delitos;24 Contra la Comunidad Internacional;24.3 Contra las personas y bienes protegidos;2015;13
A Delitos;24 Contra la Comunidad Internacional;24.3 Contra las personas y bienes protegidos;2014;9
A Delitos;24 Contra la Comunidad Internacional;24.3 Contra las personas y bienes protegidos;2013;10
L1 Ley Orgánica de Represión del Contrabando;;;2021;405
L1 Ley Orgánica de Represión del Contrabando;;;2020;263
L1 Ley Orgánica de Represión del Contrabando;;;2019;326
L1 Ley Orgánica de Represión del Contrabando;;;2018;243
L1 Ley Orgánica de Represión del Contrabando;;;2017;309
L1 Ley Orgánica de Represión del Contrabando;;;2016;221
L1 Ley Orgánica de Represión del Contrabando;;;2015;210
L1 Ley Orgánica de Represión del Contrabando;;;2014;135
L1 Ley Orgánica de Represión del Contrabando;;;2013;151
L2 Ley Orgánica del Régimen Electoral General;;;2021;227
L2 Ley Orgánica del Régimen Electoral General;;;2020;122
L2 Ley Orgánica del Régimen Electoral General;;;2019;118
L2 Ley Orgánica del Régimen Electoral General;;;2018;136
L2 Ley Orgánica del Régimen Electoral General;;;2017;189
L2 Ley Orgánica del Régimen Electoral General;;;2016;127
L2 Ley Orgánica del Régimen Electoral General;;;2015;72
L2 Ley Orgánica del Régimen Electoral General;;;2014;57
L2 Ley Orgánica del Régimen Electoral General;;;2013;39
L3 Ley Penal y Procesal de la Navegación aérea;;;2021;1
L3 Ley Penal y Procesal de la Navegación aérea;;;2020;""
L3 Ley Penal y Procesal de la Navegación aérea;;;2019;""
L3 Ley Penal y Procesal de la Navegación aérea;;;2018;""
L3 Ley Penal y Procesal de la Navegación aérea;;;2017;1
L3 Ley Penal y Procesal de la Navegación aérea;;;2016;""
L3 Ley Penal y Procesal de la Navegación aérea;;;2015;""
L3 Ley Penal y Procesal de la Navegación aérea;;;2014;""
L3 Ley Penal y Procesal de la Navegación aérea;;;2013;""
